pattern,strategy,turn,player_action,intent_type,joy_before,trust_before,fear_before,surprise_before,sadness_before,disgust_before,anger_before,anticipation_before,valence_before,arousal_before,dominant_emotion_before,selected_behavior,behavior_type,base_priority,emotional_modifier,effective_priority,priority_override,joy_after,trust_after,fear_after,surprise_after,sadness_after,disgust_after,anger_after,anticipation_after,valence_after,arousal_after,dominant_emotion_after
Manipulative,random_selection,13,Player asks for small favors (turn 13),Request,0.729,0.864,0.000,0.000,-0.729,-0.864,0.000,0.000,0.455,0.398,disgust,JoyfulBehavior,emotional,50,0,50,false,0.779,0.965,0.000,0.000,-0.779,-0.965,0.000,0.000,0.498,0.436,disgust
Manipulative,random_selection,14,Player asks for small favors (turn 14),Request,0.701,0.918,0.000,0.000,-0.701,-0.918,0.000,0.000,0.463,0.405,disgust,DefaultAcknowledgeBehavior,neutral,10,0,10,false,0.701,0.918,0.000,0.000,-0.701,-0.918,0.000,0.000,0.463,0.405,disgust
Manipulative,random_selection,15,Player asks for small favors (turn 15),Request,0.631,0.876,0.000,0.000,-0.631,-0.876,0.000,0.000,0.431,0.377,disgust,CautiousBehavior,emotional,40,0,40,false,0.631,0.876,-0.050,-0.100,-0.631,-0.876,0.050,0.100,0.445,0.414,disgust
Manipulative,random_selection,16,Player asks for small favors (turn 16),Request,0.568,0.839,-0.045,-0.090,-0.568,-0.839,0.045,0.090,0.415,0.385,disgust,CautiousBehavior,emotional,40,0,40,false,0.568,0.839,-0.095,-0.190,-0.568,-0.839,0.095,0.190,0.429,0.423,disgust
Manipulative,random_selection,17,Player asks for small favors (turn 17),Request,0.511,0.805,-0.085,-0.171,-0.511,-0.805,0.085,0.171,0.400,0.393,disgust,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.511,0.805,-0.085,-0.171,-0.511,-0.805,0.085,0.171,0.400,0.393,disgust
Manipulative,random_selection,18,Player asks for small favors (turn 18),Request,0.460,0.774,-0.077,-0.154,-0.460,-0.774,0.077,0.154,0.375,0.366,disgust,JoyfulBehavior,emotional,50,0,50,false,0.510,0.874,-0.077,-0.154,-0.510,-0.874,0.077,0.154,0.417,0.404,disgust
Manipulative,random_selection,19,Player asks for small favors (turn 19),Request,0.459,0.837,-0.069,-0.139,-0.459,-0.837,0.069,0.139,0.390,0.376,disgust,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.459,0.837,-0.069,-0.139,-0.459,-0.837,0.069,0.139,0.390,0.376,disgust
Manipulative,random_selection,20,Player asks for small favors (turn 20),Request,0.413,0.803,-0.062,-0.125,-0.413,-0.803,0.062,0.125,0.365,0.351,disgust,CautiousBehavior,emotional,40,0,40,false,0.413,0.803,-0.112,-0.225,-0.413,-0.803,0.112,0.225,0.380,0.388,disgust
Manipulative,random_selection,21,Player demands major sacrifices (turn 21),Demand,0.372,0.723,-0.151,-0.202,-0.372,-0.723,0.151,0.202,0.342,0.362,disgust,FleeBehavior { fear_threshold: 0.7 },emotional,100,0,100,false,0.372,0.723,-0.251,-0.402,-0.372,-0.723,0.251,0.402,0.370,0.437,disgust
Manipulative,random_selection,22,Player demands major sacrifices (turn 22),Demand,0.335,0.651,-0.276,-0.362,-0.335,-0.651,0.276,0.362,0.333,0.406,disgust,DefaultAcknowledgeBehavior,neutral,10,0,10,false,0.335,0.651,-0.276,-0.362,-0.335,-0.651,0.276,0.362,0.333,0.406,disgust
Manipulative,random_selection,23,Player demands major sacrifices (turn 23),Demand,0.301,0.586,-0.298,-0.326,-0.301,-0.586,0.298,0.326,0.300,0.378,disgust,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.301,0.586,-0.298,-0.326,-0.301,-0.586,0.298,0.326,0.300,0.378,disgust
Manipulative,random_selection,24,Player demands major sacrifices (turn 24),Demand,0.271,0.527,-0.319,-0.293,-0.271,-0.527,0.319,0.293,0.270,0.352,disgust,DefaultAcknowledgeBehavior,neutral,10,0,10,false,0.271,0.527,-0.319,-0.293,-0.271,-0.527,0.319,0.293,0.270,0.352,disgust
Manipulative,random_selection,25,Player demands major sacrifices (turn 25),Demand,0.244,0.474,-0.337,-0.264,-0.244,-0.474,0.337,0.264,0.243,0.330,disgust,DefaultAcknowledgeBehavior,neutral,10,0,10,false,0.244,0.474,-0.337,-0.264,-0.244,-0.474,0.337,0.264,0.243,0.330,disgust
Manipulative,random_selection,26,Player demands major sacrifices (turn 26),Demand,0.220,0.427,-0.353,-0.237,-0.220,-0.427,0.353,0.237,0.219,0.309,disgust,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.220,0.427,-0.353,-0.237,-0.220,-0.427,0.353,0.237,0.219,0.309,disgust
Manipulative,random_selection,27,Player demands major sacrifices (turn 27),Demand,0.198,0.384,-0.368,-0.214,-0.198,-0.384,0.368,0.214,0.197,0.291,disgust,AggressiveBehavior { anger_threshold: 0.6 },emotional,80,0,80,false,0.198,0.184,-0.218,-0.214,-0.198,-0.184,0.218,0.214,0.140,0.203,anger
Manipulative,random_selection,28,Player demands major sacrifices (turn 28),Demand,0.178,0.166,-0.246,-0.192,-0.178,-0.166,0.246,0.192,0.126,0.195,anger,DefaultAcknowledgeBehavior,neutral,10,0,10,false,0.178,0.166,-0.246,-0.192,-0.178,-0.166,0.246,0.192,0.126,0.195,anger
Manipulative,random_selection,29,Player demands major sacrifices (turn 29),Demand,0.160,0.149,-0.271,-0.173,-0.160,-0.149,0.271,0.173,0.113,0.188,anger,DefaultAcknowledgeBehavior,neutral,10,0,10,false,0.160,0.149,-0.271,-0.173,-0.160,-0.149,0.271,0.173,0.113,0.188,anger
Manipulative,random_selection,30,Player demands major sacrifices (turn 30),Demand,0.144,0.134,-0.294,-0.156,-0.144,-0.134,0.294,0.156,0.102,0.182,anger,AggressiveBehavior { anger_threshold: 0.6 },emotional,80,0,80,false,0.144,-0.066,-0.144,-0.156,-0.144,0.066,0.144,0.156,0.045,0.127,anticipation
Redemption,emotion_modulated,1,Player is rude and dismissive (turn 1),Hostile,0.000,0.000,0.100,0.000,0.000,0.000,-0.100,0.000,0.000,0.025,anger,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.000,0.000,0.100,0.000,0.000,0.000,-0.100,0.000,0.000,0.025,anger
Redemption,emotion_modulated,2,Player is rude and dismissive (turn 2),Hostile,0.000,0.000,0.190,0.000,0.000,0.000,-0.190,0.000,0.000,0.048,anger,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.000,0.000,0.190,0.000,0.000,0.000,-0.190,0.000,0.000,0.048,anger
Redemption,emotion_modulated,3,Player is rude and dismissive (turn 3),Hostile,0.000,0.000,0.271,0.000,0.000,0.000,-0.271,0.000,0.000,0.068,anger,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.000,0.000,0.271,0.000,0.000,0.000,-0.271,0.000,0.000,0.068,anger
Redemption,emotion_modulated,4,Player is rude and dismissive (turn 4),Hostile,0.000,0.000,0.344,0.000,0.000,0.000,-0.344,0.000,0.000,0.086,anger,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.000,0.000,0.344,0.000,0.000,0.000,-0.344,0.000,0.000,0.086,anger
Redemption,emotion_modulated,5,Player is rude and dismissive (turn 5),Hostile,0.000,0.000,0.410,0.000,0.000,0.000,-0.410,0.000,0.000,0.102,anger,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.000,0.000,0.410,0.000,0.000,0.000,-0.410,0.000,0.000,0.102,anger
Redemption,emotion_modulated,6,Player apologizes sincerely (turn 6),Friendly,0.150,0.100,0.369,0.000,-0.150,-0.100,-0.369,0.000,0.071,0.155,anger,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.150,0.100,0.369,0.000,-0.150,-0.100,-0.369,0.000,0.071,0.155,anger
Redemption,emotion_modulated,7,Player apologizes sincerely (turn 7),Friendly,0.285,0.190,0.332,0.000,-0.285,-0.190,-0.332,0.000,0.136,0.202,anger,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.285,0.190,0.332,0.000,-0.285,-0.190,-0.332,0.000,0.136,0.202,anger
Redemption,emotion_modulated,8,Player apologizes sincerely (turn 8),Friendly,0.407,0.271,0.299,0.000,-0.407,-0.271,-0.299,0.000,0.194,0.244,sadness,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.407,0.271,0.299,0.000,-0.407,-0.271,-0.299,0.000,0.194,0.244,sadness
Redemption,emotion_modulated,9,Player apologizes sincerely (turn 9),Friendly,0.516,0.344,0.269,0.000,-0.516,-0.344,-0.269,0.000,0.246,0.282,sadness,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.516,0.344,0.269,0.000,-0.516,-0.344,-0.269,0.000,0.246,0.282,sadness
Redemption,emotion_modulated,10,Player apologizes sincerely (turn 10),Friendly,0.614,0.410,0.242,0.000,-0.614,-0.410,-0.242,0.000,0.293,0.316,sadness,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.614,0.410,0.242,0.000,-0.614,-0.410,-0.242,0.000,0.293,0.316,sadness
Redemption,emotion_modulated,11,Player is consistently kind (turn 11),Friendly,0.703,0.469,0.218,0.000,-0.703,-0.469,-0.218,0.000,0.335,0.347,sadness,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.803,0.619,0.218,0.000,-0.803,-0.619,-0.218,0.000,0.406,0.410,sadness
Redemption,emotion_modulated,12,Player is consistently kind (turn 12),Friendly,0.873,0.657,0.196,0.000,-0.873,-0.657,-0.196,0.000,0.437,0.431,sadness,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.973,0.807,0.196,0.000,-0.973,-0.807,-0.196,0.000,0.508,0.494,sadness
Redemption,emotion_modulated,13,Player is consistently kind (turn 13),Friendly,1.000,0.826,0.176,0.000,-1.000,-0.826,-0.176,0.000,0.522,0.501,sadness,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,0.976,0.176,0.000,-1.000,-0.976,-0.176,0.000,0.565,0.538,sadness
Redemption,emotion_modulated,14,Player is consistently kind (turn 14),Friendly,1.000,0.978,0.159,0.000,-1.000,-0.978,-0.159,0.000,0.565,0.534,sadness,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.159,0.000,-1.000,-1.000,-0.159,0.000,0.571,0.540,disgust
Redemption,emotion_modulated,15,Player is consistently kind (turn 15),Friendly,1.000,1.000,0.143,0.000,-1.000,-1.000,-0.143,0.000,0.571,0.536,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.143,0.000,-1.000,-1.000,-0.143,0.000,0.571,0.536,disgust
Redemption,emotion_modulated,16,Player is consistently kind (turn 16),Friendly,1.000,1.000,0.129,0.000,-1.000,-1.000,-0.129,0.000,0.571,0.532,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.129,0.000,-1.000,-1.000,-0.129,0.000,0.571,0.532,disgust
Redemption,emotion_modulated,17,Player is consistently kind (turn 17),Friendly,1.000,1.000,0.116,0.000,-1.000,-1.000,-0.116,0.000,0.571,0.529,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.116,0.000,-1.000,-1.000,-0.116,0.000,0.571,0.529,disgust
Redemption,emotion_modulated,18,Player is consistently kind (turn 18),Friendly,1.000,1.000,0.104,0.000,-1.000,-1.000,-0.104,0.000,0.571,0.526,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.104,0.000,-1.000,-1.000,-0.104,0.000,0.571,0.526,disgust
Redemption,emotion_modulated,19,Player is consistently kind (turn 19),Friendly,1.000,1.000,0.094,0.000,-1.000,-1.000,-0.094,0.000,0.571,0.523,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.094,0.000,-1.000,-1.000,-0.094,0.000,0.571,0.523,disgust
Redemption,emotion_modulated,20,Player is consistently kind (turn 20),Friendly,1.000,1.000,0.084,0.000,-1.000,-1.000,-0.084,0.000,0.571,0.521,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.084,0.000,-1.000,-1.000,-0.084,0.000,0.571,0.521,disgust
Redemption,emotion_modulated,21,Player is consistently kind (turn 21),Friendly,1.000,1.000,0.076,0.000,-1.000,-1.000,-0.076,0.000,0.571,0.519,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.076,0.000,-1.000,-1.000,-0.076,0.000,0.571,0.519,disgust
Redemption,emotion_modulated,22,Player is consistently kind (turn 22),Friendly,1.000,1.000,0.068,0.000,-1.000,-1.000,-0.068,0.000,0.571,0.517,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.068,0.000,-1.000,-1.000,-0.068,0.000,0.571,0.517,disgust
Redemption,emotion_modulated,23,Player is consistently kind (turn 23),Friendly,1.000,1.000,0.061,0.000,-1.000,-1.000,-0.061,0.000,0.571,0.515,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.061,0.000,-1.000,-1.000,-0.061,0.000,0.571,0.515,disgust
Redemption,emotion_modulated,24,Player is consistently kind (turn 24),Friendly,1.000,1.000,0.055,0.000,-1.000,-1.000,-0.055,0.000,0.571,0.514,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.055,0.000,-1.000,-1.000,-0.055,0.000,0.571,0.514,disgust
Redemption,emotion_modulated,25,Player is consistently kind (turn 25),Friendly,1.000,1.000,0.050,0.000,-1.000,-1.000,-0.050,0.000,0.571,0.512,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.050,0.000,-1.000,-1.000,-0.050,0.000,0.571,0.512,disgust
Redemption,emotion_modulated,26,Player is consistently kind (turn 26),Friendly,1.000,1.000,0.045,0.000,-1.000,-1.000,-0.045,0.000,0.571,0.511,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.045,0.000,-1.000,-1.000,-0.045,0.000,0.571,0.511,disgust
Redemption,emotion_modulated,27,Player is consistently kind (turn 27),Friendly,1.000,1.000,0.040,0.000,-1.000,-1.000,-0.040,0.000,0.571,0.510,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.040,0.000,-1.000,-1.000,-0.040,0.000,0.571,0.510,disgust
Redemption,emotion_modulated,28,Player is consistently kind (turn 28),Friendly,1.000,1.000,0.036,0.000,-1.000,-1.000,-0.036,0.000,0.571,0.509,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.036,0.000,-1.000,-1.000,-0.036,0.000,0.571,0.509,disgust
Redemption,emotion_modulated,29,Player is consistently kind (turn 29),Friendly,1.000,1.000,0.033,0.000,-1.000,-1.000,-0.033,0.000,0.571,0.508,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.033,0.000,-1.000,-1.000,-0.033,0.000,0.571,0.508,disgust
Redemption,emotion_modulated,30,Player is consistently kind (turn 30),Friendly,1.000,1.000,0.029,0.000,-1.000,-1.000,-0.029,0.000,0.571,0.507,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.029,0.000,-1.000,-1.000,-0.029,0.000,0.571,0.507,disgust
Redemption,fixed_priority,1,Player is rude and dismissive (turn 1),Hostile,0.000,0.000,0.100,0.000,0.000,0.000,-0.100,0.000,0.000,0.025,anger,FleeBehavior { fear_threshold: 0.7 },emotional,100,0,100,false,0.000,0.000,0.000,-0.200,0.000,0.000,-0.000,0.200,0.029,0.050,anticipation
Redemption,fixed_priority,2,Player is rude and dismissive (turn 2),Hostile,0.000,0.000,0.100,-0.180,0.000,0.000,-0.100,0.180,0.026,0.070,anticipation,FleeBehavior { fear_threshold: 0.7 },emotional,100,0,100,false,0.000,0.000,0.000,-0.380,0.000,0.000,-0.000,0.380,0.054,0.095,anticipation
Redemption,fixed_priority,3,Player is rude and dismissive (turn 3),Hostile,0.000,0.000,0.100,-0.342,0.000,0.000,-0.100,0.342,0.049,0.110,anticipation,FleeBehavior { fear_threshold: 0.7 },emotional,100,0,100,false,0.000,0.000,0.000,-0.542,0.000,0.000,-0.000,0.542,0.077,0.135,anticipation
Redemption,fixed_priority,4,Player is rude and dismissive (turn 4),Hostile,0.000,0.000,0.100,-0.488,0.000,0.000,-0.100,0.488,0.070,0.147,anticipation,FleeBehavior { fear_threshold: 0.7 },emotional,100,0,100,false,0.000,0.000,0.000,-0.688,0.000,0.000,-0.000,0.688,0.098,0.172,anticipation
Redemption,fixed_priority,5,Player is rude and dismissive (turn 5),Hostile,0.000,0.000,0.100,-0.619,0.000,0.000,-0.100,0.619,0.088,0.180,anticipation,FleeBehavior { fear_threshold: 0.7 },emotional,100,0,100,false,0.000,0.000,0.000,-0.819,0.000,0.000,-0.000,0.819,0.117,0.205,anticipation
Redemption,fixed_priority,6,Player apologizes sincerely (turn 6),Friendly,0.150,0.100,0.000,-0.737,-0.150,-0.100,-0.000,0.737,0.177,0.247,anticipation,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.250,0.250,0.000,-0.737,-0.250,-0.250,-0.000,0.737,0.248,0.309,anticipation
Redemption,fixed_priority,7,Player apologizes sincerely (turn 7),Friendly,0.375,0.325,0.000,-0.663,-0.375,-0.325,-0.000,0.663,0.295,0.341,anticipation,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.475,0.475,0.000,-0.663,-0.475,-0.475,-0.000,0.663,0.366,0.403,anticipation
Redemption,fixed_priority,8,Player apologizes sincerely (turn 8),Friendly,0.577,0.527,0.000,-0.597,-0.577,-0.527,-0.000,0.597,0.401,0.426,anticipation,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.678,0.678,0.000,-0.597,-0.678,-0.678,-0.000,0.597,0.472,0.488,disgust
Redemption,fixed_priority,9,Player apologizes sincerely (turn 9),Friendly,0.760,0.710,0.000,-0.537,-0.760,-0.710,-0.000,0.537,0.497,0.502,sadness,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,0.860,0.860,0.000,-0.537,-0.860,-0.860,-0.000,0.537,0.568,0.564,disgust
Redemption,fixed_priority,10,Player apologizes sincerely (turn 10),Friendly,0.924,0.874,0.000,-0.484,-0.924,-0.874,-0.000,0.484,0.583,0.570,sadness,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,-0.484,-1.000,-1.000,-0.000,0.484,0.641,0.621,disgust
Redemption,fixed_priority,11,Player is consistently kind (turn 11),Friendly,1.000,1.000,0.000,-0.435,-1.000,-1.000,-0.000,0.435,0.634,0.609,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,-0.435,-1.000,-1.000,-0.000,0.435,0.634,0.609,disgust
Redemption,fixed_priority,12,Player is consistently kind (turn 12),Friendly,1.000,1.000,0.000,-0.392,-1.000,-1.000,-0.000,0.392,0.627,0.598,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,-0.392,-1.000,-1.000,-0.000,0.392,0.627,0.598,disgust
Redemption,fixed_priority,13,Player is consistently kind (turn 13),Friendly,1.000,1.000,0.000,-0.353,-1.000,-1.000,-0.000,0.353,0.622,0.588,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,-0.353,-1.000,-1.000,-0.000,0.353,0.622,0.588,disgust
Redemption,fixed_priority,14,Player is consistently kind (turn 14),Friendly,1.000,1.000,0.000,-0.317,-1.000,-1.000,-0.000,0.317,0.617,0.579,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,-0.317,-1.000,-1.000,-0.000,0.317,0.617,0.579,disgust
Redemption,fixed_priority,15,Player is consistently kind (turn 15),Friendly,1.000,1.000,0.000,-0.286,-1.000,-1.000,-0.000,0.286,0.612,0.571,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,-0.286,-1.000,-1.000,-0.000,0.286,0.612,0.571,disgust
Redemption,fixed_priority,16,Player is consistently kind (turn 16),Friendly,1.000,1.000,0.000,-0.257,-1.000,-1.000,-0.000,0.257,0.608,0.564,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,-0.257,-1.000,-1.000,-0.000,0.257,0.608,0.564,disgust
Redemption,fixed_priority,17,Player is consistently kind (turn 17),Friendly,1.000,1.000,0.000,-0.231,-1.000,-1.000,-0.000,0.231,0.604,0.558,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,-0.231,-1.000,-1.000,-0.000,0.231,0.604,0.558,disgust
Redemption,fixed_priority,18,Player is consistently kind (turn 18),Friendly,1.000,1.000,0.000,-0.208,-1.000,-1.000,-0.000,0.208,0.601,0.552,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,-0.208,-1.000,-1.000,-0.000,0.208,0.601,0.552,disgust
Redemption,fixed_priority,19,Player is consistently kind (turn 19),Friendly,1.000,1.000,0.000,-0.187,-1.000,-1.000,-0.000,0.187,0.598,0.547,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,-0.187,-1.000,-1.000,-0.000,0.187,0.598,0.547,disgust
Redemption,fixed_priority,20,Player is consistently kind (turn 20),Friendly,1.000,1.000,0.000,-0.169,-1.000,-1.000,-0.000,0.169,0.596,0.542,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,-0.169,-1.000,-1.000,-0.000,0.169,0.596,0.542,disgust
Redemption,fixed_priority,21,Player is consistently kind (turn 21),Friendly,1.000,1.000,0.000,-0.152,-1.000,-1.000,-0.000,0.152,0.593,0.538,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,-0.152,-1.000,-1.000,-0.000,0.152,0.593,0.538,disgust
Redemption,fixed_priority,22,Player is consistently kind (turn 22),Friendly,1.000,1.000,0.000,-0.137,-1.000,-1.000,-0.000,0.137,0.591,0.534,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,-0.137,-1.000,-1.000,-0.000,0.137,0.591,0.534,disgust
Redemption,fixed_priority,23,Player is consistently kind (turn 23),Friendly,1.000,1.000,0.000,-0.123,-1.000,-1.000,-0.000,0.123,0.589,0.531,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,-0.123,-1.000,-1.000,-0.000,0.123,0.589,0.531,disgust
Redemption,fixed_priority,24,Player is consistently kind (turn 24),Friendly,1.000,1.000,0.000,-0.111,-1.000,-1.000,-0.000,0.111,0.587,0.528,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,-0.111,-1.000,-1.000,-0.000,0.111,0.587,0.528,disgust
Redemption,fixed_priority,25,Player is consistently kind (turn 25),Friendly,1.000,1.000,0.000,-0.100,-1.000,-1.000,-0.000,0.100,0.586,0.525,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,-0.100,-1.000,-1.000,-0.000,0.100,0.586,0.525,disgust
Redemption,fixed_priority,26,Player is consistently kind (turn 26),Friendly,1.000,1.000,0.000,-0.090,-1.000,-1.000,-0.000,0.090,0.584,0.522,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,-0.090,-1.000,-1.000,-0.000,0.090,0.584,0.522,disgust
Redemption,fixed_priority,27,Player is consistently kind (turn 27),Friendly,1.000,1.000,0.000,-0.081,-1.000,-1.000,-0.000,0.081,0.583,0.520,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,-0.081,-1.000,-1.000,-0.000,0.081,0.583,0.520,disgust
Redemption,fixed_priority,28,Player is consistently kind (turn 28),Friendly,1.000,1.000,0.000,-0.073,-1.000,-1.000,-0.000,0.073,0.582,0.518,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,-0.073,-1.000,-1.000,-0.000,0.073,0.582,0.518,disgust
Redemption,fixed_priority,29,Player is consistently kind (turn 29),Friendly,1.000,1.000,0.000,-0.065,-1.000,-1.000,-0.000,0.065,0.581,0.516,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,-0.065,-1.000,-1.000,-0.000,0.065,0.581,0.516,disgust
Redemption,fixed_priority,30,Player is consistently kind (turn 30),Friendly,1.000,1.000,0.000,-0.059,-1.000,-1.000,-0.000,0.059,0.580,0.515,disgust,FriendlyBehavior { min_valence: 0.3 },emotional,60,0,60,false,1.000,1.000,0.000,-0.059,-1.000,-1.000,-0.000,0.059,0.580,0.515,disgust
Redemption,random_selection,1,Player is rude and dismissive (turn 1),Hostile,0.000,0.000,0.100,0.000,0.000,0.000,-0.100,0.000,0.000,0.025,anger,AggressiveBehavior { anger_threshold: 0.6 },emotional,80,0,80,false,0.000,-0.200,0.250,0.000,0.000,0.200,-0.250,0.000,-0.057,0.112,anger
Redemption,random_selection,2,Player is rude and dismissive (turn 2),Hostile,0.000,-0.180,0.325,0.000,0.000,0.180,-0.325,0.000,-0.051,0.126,anger,DefaultAcknowledgeBehavior,neutral,10,0,10,false,0.000,-0.180,0.325,0.000,0.000,0.180,-0.325,0.000,-0.051,0.126,anger
Redemption,random_selection,3,Player is rude and dismissive (turn 3),Hostile,0.000,-0.162,0.392,0.000,0.000,0.162,-0.392,0.000,-0.046,0.139,anger,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.000,-0.162,0.392,0.000,0.000,0.162,-0.392,0.000,-0.046,0.139,anger
Redemption,random_selection,4,Player is rude and dismissive (turn 4),Hostile,0.000,-0.146,0.453,0.000,0.000,0.146,-0.453,0.000,-0.042,0.150,anger,DefaultAcknowledgeBehavior,neutral,10,0,10,false,0.000,-0.146,0.453,0.000,0.000,0.146,-0.453,0.000,-0.042,0.150,anger
Redemption,random_selection,5,Player is rude and dismissive (turn 5),Hostile,0.000,-0.131,0.508,0.000,0.000,0.131,-0.508,0.000,-0.037,0.160,anger,AggressiveBehavior { anger_threshold: 0.6 },emotional,80,0,80,false,0.000,-0.331,0.658,0.000,0.000,0.331,-0.658,0.000,-0.095,0.247,anger
Redemption,random_selection,6,Player apologizes sincerely (turn 6),Friendly,0.150,-0.198,0.592,0.000,-0.150,0.198,-0.592,0.000,-0.014,0.235,anger,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.150,-0.198,0.592,0.000,-0.150,0.198,-0.592,0.000,-0.014,0.235,anger
Redemption,random_selection,7,Player apologizes sincerely (turn 7),Friendly,0.285,-0.078,0.533,0.000,-0.285,0.078,-0.533,0.000,0.059,0.224,anger,ThoughtfulPauseBehavior,neutral,12,0,12,false,0.285,-0.078,0.533,0.000,-0.285,0.078,-0.533,0.000,0.059,0.224,anger
Redemption,random_selection,8,Player apologizes sincerely (turn 8),Friendly,0.407,0.030,0.480,0.000,-0.407,-0.030,-0.480,0.000,0.125,0.229,anger,JoyfulBehavior,emotional,50,0,50,false,0.457,0.130,0.480,0.000,-0.457,-0.130,-0.480,0.000,0.167,0.266,anger
Redemption,random_selection,9,Player apologizes sincerely (turn 9),Friendly,0.561,0.217,0.432,0.000,-0.561,-0.217,-0.432,0.000,0.222,0.302,sadness,JoyfulBehavior,emotional,50,0,50,false,0.611,0.317,0.432,0.000,-0.611,-0.317,-0.432,0.000,0.265,0.340,sadness
